Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Telefax,Número de camas instaladas,Dependencia Patrimonial,Dependencia Funcional,Finalidad Asistencial,Observaciones,Concierto,Acreditación Docente,lat,lon
180133,HOSPITAL DE ALTA RESOLUCIÓN DE LOJA,ANDALUCÍA,GRANADA,Loja,"AVDA. TIERNO GALVÁN, S/N",18300,958338100.0,958338197.0,22.0,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,GENERAL,,NO,NO,,
300217,HOSPITAL VIRGEN DEL ALCÁZAR DE LORCA,REGIÓN DE MURCIA,MURCIA,Lorca,"ALAMEDA DE LOS TRISTES, S/N",30800,968468600.0,968468612.0,175.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,SI,NO,37.66962305,-1.6959193093937857
300256,HOSPITAL RAFAEL MÉNDEZ,REGIÓN DE MURCIA,MURCIA,Lorca,"CTRA. NACIONAL 340, KM. 589",30817,968445500.0,968442421.0,287.0,SEGURIDAD SOCIAL,SERVICIO MURCIANO DE SALUD,GENERAL,,NO,SI,,
280856,FREMAP HOSPITAL Y CENTRO DE REHABILITACIÓN DE MAJADAHONDA,MADRID,MADRID,Majadahonda,"CTRA. DE POZUELO, 61",28222,916265642.0,916392607.0,116.0,MATEP,MATEP,TRAUMATOLOGÍA Y/O REHABILITACIÓN,,NO,SI,,
281315,HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA,MADRID,MADRID,Majadahonda,"JOAQUÍN RODRIGO, 2",28222,911916000.0,913734661.0,613.0,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,40.45025765,-3.8737240820829295
70309,HOSPITAL MANACOR,ILLES BALEARS,ILLES BALEARS,Manacor,"CRTA. MANACOR-ALCUDIA, S/N",7500,971847000.0,971847010.0,224.0,SEGURIDAD SOCIAL,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,GENERAL,,NO,SI,39.5780492,3.2085141
70412,HOSPITAL DE LLEVANT,ILLES BALEARS,ILLES BALEARS,Manacor,"ESCAMARLÁ, 6  (PORTO CRISTO)",7680,971822400.0,971822020.0,70.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,39.545235399999996,3.3297905718902605
460370,HOSPITAL DE MANISES,COMUNIDAD VALENCIANA,VALENCIA,Manises,"AVDA. GENERALITAT VALENCIANA, 50",46940,961845000.0,961849182.0,354.0,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,Concesión Administrativa a Entidad Privada,NO,SI,39.4855816,-0.4529130852357861
80826,HOSPITAL  DE  SANT  JAUME,CATALUÑA,BARCELONA,Manlleu,"CT D'OLOT, 7",8560,938506565.0,938507196.0,90.0,OTRO PRIVADO BENÉFICO,OTROS PÚBLICOS,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,42.1872302,2.0242654013144588
80863,HOSPITAL DE SANT JOAN DE DÉU (MANRESA),CATALUÑA,BARCELONA,Manresa,"CR DOCTOR  JOAN  SOLER, 1-3",8243,938732550.0,938724931.0,280.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI,,
80832,CLÍNICA SANT JOSEP,CATALUÑA,BARCELONA,Manresa,"CR CAPUTXINS, 16",8241,938744050.0,938741254.0,95.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,NO,SI,41.72265295,1.8323943362254926
80850,CENTRE HOSPITALARI.,CATALUÑA,BARCELONA,Manresa,"AV BASES DE MANRESA, 6-8",8242,938732550.0,938741004.0,309.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI,41.735449,1.8251179
80879,HOSPITAL DE SANT ANDREU,CATALUÑA,BARCELONA,Manresa,"CR REMEI DE DALT, 3",8241,938743312.0,938731504.0,191.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,41.4366293,2.1911382
130065,HOSPITAL VIRGEN DE ALTAGRACIA,CASTILLA-LA MANCHA,CIUDAD REAL,Manzanares,"AVENIDAD DON EMILIANO GARCÍA ROLDÁN, 2",13200,926646000.0,926614408.0,118.0,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,NO,38.9992939,-3.361724690763233
70388,HOSPITAL MATEU ORFILA,ILLES BALEARS,ILLES BALEARS,Maó-Mahón,"RONDA MALBÚGER, 1",7703,971487000.0,971487011.0,142.0,COMUNIDAD AUTÓNOMA,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,GENERAL,,NO,SI,39.8827967,4.2527682
70295,CLINICA JUANEDA MAHON,ILLES BALEARS,ILLES BALEARS,Maó-Mahón,"AV. VIVES LLULL, 6",7703,971351115.0,971369163.0,18.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,39.8864376,4.2557953
290472,CENTRO DE REPRODUCCIÓN ASISTIDA DE MARBELLA (CERAM),ANDALUCÍA,MALAGA,Marbella,"C/ MAESTRA DOÑA CAROLA, 8 - URB. EL HIGUERAL",29602,952829035.0,952773256.0,22.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
290494,HELICÓPTEROS SANITARIOS HOSPITAL,ANDALUCÍA,MALAGA,Marbella,"CARRETERA NACIONAL 340, KM. 175 (PUERTO BANÚS)",29600,952816767.0,,10.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
290461,CLÍNICA OCHOA,ANDALUCÍA,MALAGA,Marbella,"AVDA. SEVERO OCHOA, S/N, EDIFICIO MAYORAL",29603,952861400.0,952860888.0,12.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
290287,HOSPITAL COSTA DEL SOL,ANDALUCÍA,MALAGA,Marbella,"AUTOVÍA A-7, KM. 187",29603,952828250.0,952823219.0,408.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,Empresa Pública,NO,SI,,
290359,HC MARBELLA INTERNATIONAL HOSPITAL,ANDALUCÍA,MALAGA,Marbella,"URB. LAS MIMOSAS. CASA SANTA ISABEL, S/N (NUEVA ANDALUCÍA)",29660,952908628.0,952908749.0,12.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,36.485409,-4.9705323
290173,HOSPITAL QUIRONSALUD MARBELLA,ANDALUCÍA,MALAGA,Marbella,"AV. SEVERO OCHOA, 22",29603,952774200.0,951913041.0,75.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,36.50859215,-4.874189481982892
80885,GERMANES HOSPITALÀRIES. HOSPITAL SAGRAT COR,CATALUÑA,BARCELONA,Martorell,"AV COMTE DE LLOBREGAT, 117",8760,937752200.0,937751994.0,488.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO-BENÉFICO (IGLESIA),PSIQUIÁTRICO,,NO,SI,,
80898,FUNDACIÓ HOSPITAL SANT JOAN DE DÉU,CATALUÑA,BARCELONA,Martorell,"AV MANCOMUNITATS COMARCALS, 1",8760,937742020.0,937753706.0,112.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO,,
81997,"CQM CLÍNIC MARESME, SL",CATALUÑA,BARCELONA,Mataró,"CR LEPANT, 13-21",8301,937556219.0,937904496.0,10.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
81580,ANTIC HOSPITAL DE SANT JAUME I SANTA MAGDALENA,CATALUÑA,BARCELONA,Mataró,"CR HOSPITAL, 29-31",8301,937582800.0,937582813.0,70.0,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81326,HOSPITAL DE MATARÓ,CATALUÑA,BARCELONA,Mataró,"CT CIRERA, 230",8304,937417700.0,937417733.0,402.0,COMUNIDAD AUTÓNOMA,OTROS PÚBLICOS,GENERAL,,,SI,41.555771899999996,2.4303600745236045
81213,HESTIA MARESME,CATALUÑA,BARCELONA,Mataró,"CR LEPANT, 13-21",8301,931165279.0,937577251.0,125.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
470091,HOSPITAL MEDINA DEL CAMPO,CASTILLA Y LEÓN,VALLADOLID,Medina del Campo,"CALLE DE PEÑARANDA,  24",47400,983838000.0,983838007.0,119.0,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,NO,41.3085496,-4.9150256
200258,HOSPITAL DE MENDARO,PAÍS VASCO,GUIPÚZCOA,Mendaro,"Bº. MENDAROZABAL, S/N",20850,943032800.0,943032888.0,119.0,COMUNIDAD AUTÓNOMA,SERVICIO VASCO DE SALUD-OSAKIDETZA,GENERAL,,NO,SI,43.2525004,-2.3858392
60129,HOSPITAL DE MÉRIDA,EXTREMADURA,BADAJOZ,Mérida,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26",6800,924381000.0,924381012.0,0.0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI,38.9122351,-6.3635321
60275,CASAVERDE. CENTRO DE REHABILITACIÓN NEUROLÓGICO DE EXTREMADURA,EXTREMADURA,BADAJOZ,Mérida,"AVDA. ADOLFO SUÁREZ GONZÁLEZ, 56",6800,924380330.0,924577213.0,100.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,REHABILITACIÓN PSICOFÍSICA,,SI,NO,,
60264,COMPLEJO HOSPITALARIO DEL ÁREA DE SALUD DE MÉRIDA,EXTREMADURA,BADAJOZ,Mérida,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26",6800,924381000.0,924381012.0,381.0,ENTIDADES PÚBLICAS,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI,,
60135,CENTRO SOCIOSANITARIO DE MÉRIDA,EXTREMADURA,BADAJOZ,Mérida,"CTRA. VALVERDE-MÉRIDA, KM. 2",6800,924388081.0,924388083.0,270.0,COMUNIDAD AUTÓNOMA,COMUNIDAD AUTÓNOMA,PSIQUIÁTRICO,D. Funcional: SEPAD (Ente Público adscrito a la Consejería de Sanidad y Dependencia).,NO,SI,,
330267,HOSPITAL V. ÁLVAREZ BUYLLA,PPDO. DE ASTURIAS,ASTURIAS,Mieres,"VISTALEGRE-SANTULLANO,2",33611,985458500.0,985458509.0,176.0,SEGURIDAD SOCIAL,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI,43.226445,-5.781431708362348
210097,HOSPITAL DE RIOTINTO,ANDALUCÍA,HUELVA,Minas de Riotinto,"AVDA. LA ESQUILA, 5",21660,959025295.0,959025297.0,118.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,37.69335615,-6.5978415483963015
90098,HOSPITAL SANTIAGO APÓSTOL,CASTILLA Y LEÓN,BURGOS,Miranda de Ebro,"CTRA. DE ORÓN, S/N",9200,947349000.0,947349014.0,114.0,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,NO,40.07658065,-2.137442285505631
460381,HOSPITAL DE CRÓNICOS DE MISLATA (ANTIGUO HOSPITAL MILITAR DE VALENCIA),COMUNIDAD VALENCIANA,VALENCIA,Mislata,CALLE DOLORES IBARRURI 1,46920,963874693.0,963874699.0,115.0,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GERIATRÍA Y/O LARGA ESTANCIA,Concesión Administrativa a Entidad Privada,NO,NO,,
300294,HOSPITAL DE MOLINA,REGIÓN DE MURCIA,MURCIA,Molina de Segura,"ASOCIACIÓN, S/N",30500,968644030.0,968644272.0,83.0,MUNICIPIO,PRIVADO NO BENÉFICO,MÉDICO-QUIRÚRGICO,,SI,NO,38.0598002,-1.2148774033825962
80930,"CENTRE MÈDIC MOLINS, SL",CATALUÑA,BARCELONA,Molins de Rei,"PS DEL TERRAPLÈ, 97",8750,936680004.0,937721570.0,177.0,PRIVADO-BENÉFICO (IGLESIA),PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
81841,PARC SANITARI SANT JOAN DE DÉU - TIL·LERS,CATALUÑA,BARCELONA,Mollet del Vallès,"CR MOSSOS D'ESQUADRA, 3",8100,935705289.0,935702648.0,10.0,COMUNIDAD AUTÓNOMA,OTRO PRIVADO-BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
82178,HOSPITAL SOCIOSANITARI DE MOLLET,CATALUÑA,BARCELONA,Mollet del Vallès,"CR SANT LLORENÇ, 39-41",8100,935760300.0,935760320.0,109.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,41.5411558,2.211018059238179
80945,HOSPITAL DE MOLLET,CATALUÑA,BARCELONA,Mollet del Vallès,"RD PINETONS, 6-8",8100,935760300.0,935760306.0,164.0,COMUNIDAD AUTÓNOMA,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO,,
270109,HOSPITAL DE MONFORTE (*),GALICIA,LUGO,Monforte de Lemos,"CORREDOIRA, S/N",27400,982417900.0,982404006.0,140.0,SEGURIDAD SOCIAL,SERVICIO GALLEGO DE SALUD-SERGAS,GENERAL,RM compartida (3 unidades móviles RM),NO,NO,,
140195,HOSPITAL DE MONTILLA,ANDALUCÍA,CÓRDOBA,Montilla,"CRTRA. MONTORO-PUENTE GENIL, KM 65,350",14550,957022600.0,957022606.0,92.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO,37.5712787,-4.640150789467329
430081,HOSPITAL COMARCAL MÓRA D'EBRE,CATALUÑA,TARRAGONA,Móra d'Ebre,"CR BENET MESSEGUER, S/N",43740,977401863.0,977401214.0,120.0,COMUNIDAD AUTÓNOMA,PRIVADO NO BENÉFICO,GENERAL,,,NO,,
410248,HOSPITAL DE ALTA RESOLUCIÓN DE MORÓN DE LA FRONTERA,ANDALUCÍA,SEVILLA,Morón de la Frontera,"PLAZA DE SAN FRANCISCO, S/N",41530,954851008.0,954852083.0,12.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO,,
281360,HM UNIVERSITARIO PUERTA DEL SUR,MADRID,MADRID,Móstoles,"AVENIDA DE CARLOS V, 70",28938,912673100.0,912673193.0,182.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI,,
280894,HOSPITAL UNIVERSITARIO DE MÓSTOLES,MADRID,MADRID,Móstoles,C/ DR. LUIS MONTES S/N (ANTIGUA C/ RÍO JÚCAR),28935,916648600.0,916471917.0,332.0,SEGURIDAD SOCIAL,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,40.31575505,-3.8774710524495086
281348,HOSPITAL REY JUAN CARLOS,MADRID,MADRID,Móstoles,GLADIOLO S/N,28933,914816225.0,914816216.0,364.0,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,40.5572686,-5.6718942
180107,HOSPITAL SANTA ANA,ANDALUCÍA,GRANADA,Motril,"AV. ENRIQUE MARTÍN CUEVAS, S/N",18600,958038200.0,958038201.0,187.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,,
70260,HOSPITAL GENERAL DE MURO,ILLES BALEARS,ILLES BALEARS,Muro,"VELER, 1. PLAYA DE MURO",7458,971891900.0,971892495.0,85.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
30362,CENTRO DE REHABILITACIÓN NEUROLÓGICA CASAVERDE,COMUNIDAD VALENCIANA,ALICANTE,Mutxamel,"CALLE PONENT, 15",3110,965950711.0,965950865.0,40.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,REHABILITACIÓN PSICOFÍSICA,,NO,NO,,
281382,HOSPITAL CASAVERDE DE MADRID,MADRID,MADRID,Navalcarnero,"C/ JOSÉ MARÍA LÓPEZ Nº 3 (ANTIGUO PASEO DE SAN DAMIÁN ,3)",28600,911609910.0,,100.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,REHABILITACIÓN PSICOFÍSICA,,NO,NO,,
100054,HOSPITAL CAMPO ARAÑUELO,EXTREMADURA,CÁCERES,Navalmoral de la Mata,"TOMÁS YUSTE MIRÓN, S/N",10300,927548900.0,927544808.0,102.0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI,39.88807645,-5.561008099208526
290483,CLÍNICA RINCÓN,ANDALUCÍA,MALAGA,Nerja,C/ ANTONIO FERRANDIS,29780,952965126.0,952526102.0,4.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,36.7471576,-3.8806526
250181,"CASTELL D'OLIANA RESIDENCIAL,S.L",CATALUÑA,LLEIDA,Oliana,"CT DE LLEIDA A PUIGCERDÀ, .89",25790,973463030.0,973463131.0,20.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,NO,NO,,
170176,HOSPITAL D'OLOT I COMARCAL DE LA GARROTXA,CATALUÑA,GIRONA,Olot,"AV PAÏSOS  CATALANS, 86",17800,972261800.0,972269703.0,137.0,MUNICIPIO,OTRO PRIVADO-BENÉFICO,GENERAL,,,NO,42.1874622,2.4675162
460235,HOSPITAL GENERAL DE ONTINYENT,COMUNIDAD VALENCIANA,VALENCIA,Ontinyent,"AVENIDA DE FRANCISCO CERDÁ, 3",46870,962989200.0,962989250.0,56.0,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,NO,38.82010695,-0.6031734317191494
30211,HOSPITAL VEGA BAJA DE ORIHUELA,COMUNIDAD VALENCIANA,ALICANTE,Orihuela,"CARRETERA ORIHUELA - ALMORADÍ, S/N",3314,966749000.0,966749069.0,361.0,COMUNIDAD AUTÓNOMA,CONSELLERIA DE SANIDAD. G. VALENCIANA,GENERAL,,NO,SI,38.08822855,-0.853895188610752
380201,CLÍNICA VIDA,CANARIAS,SANTA CRUZ DE TENERIFE,"Orotava, La","MAGNOLIAS, 2 (URBANIZACIÓN SAN MIGUEL)",38312,922330550.0,922331862.0,31.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
410251,HOSPITAL LA MERCED,ANDALUCÍA,SEVILLA,Osuna,"AVDA. DE LA CONSTITUCIÓN, 2",41640,955077200.0,955077217.0,225.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,,
170195,HOSPITAL DE PALAMÓS,CATALUÑA,GIRONA,Palamós,"CR HOSPITAL., 36",17230,972600160.0,972602437.0,136.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,,SI,41.8528079,3.13192845170468
170312,CENTRE PALAMÓS GENT GRAN,CATALUÑA,GIRONA,Palamós,"CR PROVENÇA, 36",17230,972600160.0,,100.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,41.8524103,3.1232055
400058,UNIDAD DE REHABILITACIÓN PSIQUIÁTRICA NTRA. SRA. DE LA FUENCISLA,CASTILLA Y LEÓN,SEGOVIA,Palazuelos de Eresma,"CTRA. DE LA GRANJA, KM. 7",40194,921421800.0,921420080.0,56.0,DIPUTACIÓN O CABILDO,DIPUTACIÓN O CABILDO,PSIQUIÁTRICO,,SI,NO,,
281304,HOSPITAL UNIVERSITARIO INFANTA CRISTINA,MADRID,MADRID,Parla,"AV. 9 DE JUNIO, 2",28981,911913500.0,911913960.0,188.0,COMUNIDAD AUTÓNOMA,SERVICIO MADRILEÑO DE SALUD,GENERAL,,NO,SI,,
330306,HOSPITAL DEL ORIENTE DE ASTURIAS FRANCISCO GRANDE COVIÁN,PPDO. DE ASTURIAS,ASTURIAS,Parres,"LA CASTAÑERA, S/N",33540,985840032.0,985841550.0,90.0,COMUNIDAD AUTÓNOMA,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS-SESPA,GENERAL,,NO,SI,,
140229,HOSPITAL DE ALTA RESOLUCIÓN VALLE DEL GUADIATO,ANDALUCÍA,CÓRDOBA,Peñarroya-Pueblonuevo,"PARAJE CERRO DEL CAMELLO, S/N",14200,957579100.0,957579150.0,17.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO,38.308628999999996,-5.27073139019312
150308,SANATORIO LA ROBLEDA,GALICIA,A CORUÑA,"Pino, O","SANTISO, S/N",15821,981585811.0,981585860.0,96.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,PSIQUIÁTRICO,,SI,NO,42.9259822,-8.398401498657394
100067,HOSPITAL VIRGEN DEL PUERTO,EXTREMADURA,CÁCERES,Plasencia,"PARAJE VALCORCHERO, S/N",10600,927428300.0,927428324.0,250.0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,GENERAL,,NO,SI,40.0490084,-6.0854108
100073,HOSPITAL SOCIOSANITARIO DE PLASENCIA,EXTREMADURA,CÁCERES,Plasencia,"CTRA. DE CÁCERES, S/N",10600,927428800.0,927421836.0,330.0,COMUNIDAD AUTÓNOMA,SERVICIO EXTREMEÑO DE SALUD-SES,PSIQUIÁTRICO,,NO,SI,,
100106,CLÍNICA SOQUIMEX,EXTREMADURA,CÁCERES,Plasencia,"AVDA. LA SALLE, 22",10600,927418484.0,927424059.0,20.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
360101,INSTITUTO DE NEURO-REHABILITACION QUIRONSALUD PONTEVEDRA,GALICIA,PONTEVEDRA,Poio,"ANDURIQUE, 11",36163,986856800.0,986864122.0,30.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,OTROS MONOGRÁFICOS,,SI,NO,,
240212,CLÍNICA PONFERRADA,CASTILLA Y LEÓN,LEÓN,Ponferrada,"AV. DE GALICIA, 1",24404,987423732.0,987429102.0,46.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,42.553220350000004,-6.611720531067165
240140,HOSPITAL DE LA REINA,CASTILLA Y LEÓN,LEÓN,Ponferrada,"HOSPITAL, 26-28",24401,987409109.0,987411945.0,72.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GENERAL,,SI,NO,42.54171945,-6.593374974886435
240135,HOSPITAL EL BIERZO,CASTILLA Y LEÓN,LEÓN,Ponferrada,"MÉDICOS SIN FRONTERAS, 7",24404,987455200.0,987455300.0,408.0,SEGURIDAD SOCIAL,SANIDAD CASTILLA Y LEÓN-SACYL,GENERAL,,NO,SI,42.57232105,-6.643670075045846
140121,HOSPITAL VALLE DE LOS PEDROCHES,ANDALUCÍA,CÓRDOBA,Pozoblanco,"C/ JUAN DEL REY CALERO, S/N",14400,957026306.0,957026427.0,124.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,38.5864235,-4.724792
281203,HOSPITAL QUIRÓNSALUD MADRID,MADRID,MADRID,Pozuelo de Alarcón,"DIEGO DE VELAZQUEZ, 1",28223,902151016.0,915183232.0,239.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,SI,40.5997077,-3.7134805
230162,HOSPITAL DE ALTA RESOLUCIÓN SIERRA DE SEGURA,ANDALUCÍA,JAÉN,Puente de Génave,"CRTRA PUENTE DE GÉNAVE-LA PUERTA DE SEGURA KM 0,300",23350,953499012.0,953499162.0,24.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO,38.3602509,-2.787342982150075
140218,HOSPITAL DE ALTA RESOLUCIÓN DE PUENTE GENIL,ANDALUCÍA,CÓRDOBA,Puente Genil,"C/ BURGOS, S/N",14500,957615000.0,957615060.0,24.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,NO,,
380223,HOSPITAL BELLEVUE,CANARIAS,SANTA CRUZ DE TENERIFE,Puerto de la Cruz,"ALEMANIA, 4 (URB. SAN FERNANDO)",38400,922368822.0,922370312.0,195.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,SI,NO,,
110162,HOSPITAL GENERAL SANTA MARÍA DEL PUERTO,ANDALUCÍA,CÁDIZ,"Puerto de Santa María, El","VALDÉS, S/N",11500,956017000.0,956017084.0,238.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GENERAL,,NO,NO,,
350389,CLÍNICA PARQUE FUERTEVENTURA,CANARIAS,LAS PALMAS,Puerto del Rosario,"LEÓN Y CASTILLO, ESQ. SECUNDINO ALONSO, S/N",35600,928851500.0,928532113.0,12.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,MÉDICO-QUIRÚRGICO,,NO,SI,,
350252,HOSPITAL GENERAL DE FUERTEVENTURA,CANARIAS,LAS PALMAS,Puerto del Rosario,"CTRA. AEROPUERTO, KM. 1",35600,928862000.0,928862137.0,131.0,COMUNIDAD AUTÓNOMA,SERVICIO CANARIO DE SALUD,GENERAL,,NO,SI,,
110184,HOSPITAL UNIVERSITARIO DE PUERTO REAL,ANDALUCÍA,CÁDIZ,Puerto Real,"CARRETERA NACIONAL IV, KM. 665",11510,956005147.0,956005658.0,319.0,COMUNIDAD AUTÓNOMA,SERVICIO ANDALUZ DE SALUD,GENERAL,,NO,SI,,
130071,HOSPITAL SANTA BÁRBARA,CASTILLA-LA MANCHA,CIUDAD REAL,Puertollano,"C/ MALAGÓN, S/N",13500,926421100.0,926415659.0,141.0,SEGURIDAD SOCIAL,SERVICIO DE SALUD DE CASTILLA-LA MANCHA-SESCAM,GENERAL,,NO,NO,41.77195705,-2.471252159575303
170277,CENTRE SOCIOSANITARI DE PUIGCERDÀ,CATALUÑA,GIRONA,Puigcerdà,"CM ANTIC DE LLÍVIA, S/N",17520,972880150.0,972881143.0,52.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
170334,HOSPITAL DE CERDANYA / HÔPITAL DE CERDAGNE,CATALUÑA,GIRONA,Puigcerdà,"CM D'UR, 31",17520,972114090.0,,66.0,ENTIDADES PÚBLICAS,OTROS PÚBLICOS,GENERAL,,,NO,,
81304,RESIDÈNCIA PUIG-REIG,CATALUÑA,BARCELONA,Puig-reig,"CR LLOBREGAT, 75",8692,938380045.0,,30.0,OTRO PRIVADO BENÉFICO,OTRO PRIVADO-BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,41.97794195,1.8724478033191678
81483,SAR MONT MARTÍ,CATALUÑA,BARCELONA,Puig-reig,"CT CASSERRES (ABANS PO. LA SALA S/N), 1",8692,938290138.0,938381306.0,20.0,PRIVADO NO BENÉFICO,PRIVADO NO BENÉFICO,GERIATRÍA Y/O LARGA ESTANCIA,,NO,NO,,
